HostName,PlanetLetter,DiscoveryMethod,PlanetInSS,Updated,PlanetName,DiscoveryYear,PlaceOfDiscovery,DiscoveryFacility,Telescope,Instrument,Status
HD 285507,b,Radial Velocity,1,5/14/2014,HD 285507 b,2013,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,3
HD 89744,b,Radial Velocity,1,5/14/2014,HD 89744 b,1999,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,AFOE Echelle Spectrograph,3
Pr0201,b,Radial Velocity,1,9/10/2015,Pr0201 b,2012,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,3
Pr0211,b,Radial Velocity,2,2/11/2016,Pr0211 b,2012,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,3
rho CrB,b,Radial Velocity,2,10/27/2016,rho CrB b,1997,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,AFOE Echelle Spectrograph,3
HD 47536,b,Radial Velocity,1,3/26/2015,HD 47536 b,2002,Ground,La Silla Observatory,1.52 m ESO Telescope,FEROS Spectrograph,3
HD 114762,b,Radial Velocity,1,12/17/2014,HD 114762 b,1989,Ground,Oak Ridge Observatory,1.55 m Wyeth Telescope,CfA Digital Speedometer,3
OGLE 2015-BLG-0954L,b,Microlensing,1,7/18/2016,OGLE 2015-BLG-0954L b,2016,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,3
MOA 2007-BLG-192L,b,Microlensing,1,10/29/2014,MOA 2007-BLG-192L b,2008,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2007-BLG-400L,b,Microlensing,1,10/29/2014,MOA 2007-BLG-400L b,2008,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2008-BLG-310L,b,Microlensing,1,8/3/2017,MOA 2008-BLG-310L b,2009,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2008-BLG-379L,b,Microlensing,1,10/29/2014,MOA 2008-BLG-379L b,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2009-BLG-266L,b,Microlensing,1,10/29/2014,MOA 2009-BLG-266L b,2011,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2009-BLG-319L,b,Microlensing,1,10/29/2014,MOA 2009-BLG-319L b,2010,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2009-BLG-387L,b,Microlensing,1,6/4/2015,MOA 2009-BLG-387L b,2010,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2010-BLG-073L,b,Microlensing,1,5/14/2014,MOA 2010-BLG-073L b,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2010-BLG-328L,b,Microlensing,1,6/4/2015,MOA 2010-BLG-328L b,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2010-BLG-353L,b,Microlensing,1,6/9/2016,MOA 2010-BLG-353L b,2015,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2010-BLG-477L,b,Microlensing,1,10/29/2014,MOA 2010-BLG-477L b,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2011-BLG-028L,b,Microlensing,1,3/24/2016,MOA 2011-BLG-028L b,2016,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2011-BLG-262L,b,Microlensing,1,6/4/2015,MOA 2011-BLG-262L b,2014,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2011-BLG-293L,b,Microlensing,1,5/14/2014,MOA 2011-BLG-293L b,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2011-BLG-322L,b,Microlensing,1,5/14/2014,MOA 2011-BLG-322L b,2013,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2013-BLG-605L,b,Microlensing,1,5/19/2016,MOA 2013-BLG-605L b,2016,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA 2016-BLG-227L,b,Microlensing,1,5/18/2017,MOA 2016-BLG-227L b,2017,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA-2012-BLG-505L,b,Microlensing,1,6/22/2017,MOA-2012-BLG-505L b,2017,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
MOA-bin-1L,b,Microlensing,1,5/14/2014,MOA-bin-1L b,2012,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3
8 UMi,b,Radial Velocity,1,10/15/2015,8 UMi b,2015,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
alf Ari,b,Radial Velocity,1,5/14/2014,alf Ari b,2010,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
bet Cnc,b,Radial Velocity,1,5/14/2014,bet Cnc b,2014,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
bet UMi,b,Radial Velocity,1,5/14/2014,bet UMi b,2014,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
eps CrB,b,Radial Velocity,1,9/10/2015,eps CrB b,2012,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
gam 1 Leo,b,Radial Velocity,1,5/14/2014,gam 1 Leo b,2009,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 100655,b,Radial Velocity,1,5/14/2014,HD 100655 b,2011,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 11755,b,Radial Velocity,1,10/15/2015,HD 11755 b,2015,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 12648,b,Radial Velocity,1,10/15/2015,HD 12648 b,2015,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 208527,b,Radial Velocity,1,5/14/2014,HD 208527 b,2012,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 220074,b,Radial Velocity,1,5/14/2014,HD 220074 b,2012,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 24064,b,Radial Velocity,1,10/15/2015,HD 24064 b,2015,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
HD 66141,b,Radial Velocity,1,5/14/2014,HD 66141 b,2012,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
mu Leo,b,Radial Velocity,1,5/14/2014,mu Leo b,2014,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3
14 And,b,Radial Velocity,1,5/14/2014,14 And b,2008,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
18 Del,b,Radial Velocity,1,5/14/2014,18 Del b,2008,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
6 Lyn,b,Radial Velocity,1,9/3/2015,6 Lyn b,2008,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
75 Cet,b,Radial Velocity,1,9/3/2015,75 Cet b,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
81 Cet,b,Radial Velocity,1,5/14/2014,81 Cet b,2008,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
eps Tau,b,Radial Velocity,1,5/14/2014,eps Tau b,2006,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 104985,b,Radial Velocity,1,5/14/2014,HD 104985 b,2003,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 120084,b,Radial Velocity,1,5/14/2014,HD 120084 b,2013,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 14067,b,Radial Velocity,1,9/25/2014,HD 14067 b,2014,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 2952,b,Radial Velocity,1,5/14/2014,HD 2952 b,2013,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 5608,b,Radial Velocity,1,9/3/2015,HD 5608 b,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
HD 81688,b,Radial Velocity,1,5/14/2014,HD 81688 b,2007,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
nu Oph,b,Radial Velocity,2,9/3/2015,nu Oph b,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
ome Ser,b,Radial Velocity,1,5/14/2014,ome Ser b,2013,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
omi CrB,b,Radial Velocity,1,9/3/2015,omi CrB b,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
omi UMa,b,Radial Velocity,1,9/3/2015,omi UMa b,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
xi Aql,b,Radial Velocity,1,5/14/2014,xi Aql b,2007,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
nu Oph,c,Radial Velocity,2,9/3/2015,nu Oph c,2012,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3
51 Peg,b,Radial Velocity,1,5/14/2014,51 Peg b,1995,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 109246,b,Radial Velocity,1,5/14/2014,HD 109246 b,2010,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 113337,b,Radial Velocity,1,5/14/2014,HD 113337 b,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 118203,b,Radial Velocity,1,5/14/2014,HD 118203 b,2005,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 12484,b,Radial Velocity,1,2/25/2016,HD 12484 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 132406,b,Radial Velocity,1,5/14/2014,HD 132406 b,2007,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 13908,b,Radial Velocity,2,5/14/2014,HD 13908 b,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 143105,b,Radial Velocity,1,2/25/2016,HD 143105 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 149143,b,Radial Velocity,1,3/10/2016,HD 149143 b,2005,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 150706,b,Radial Velocity,1,7/23/2014,HD 150706 b,2012,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 156279,b,Radial Velocity,1,5/14/2014,HD 156279 b,2011,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 159243,b,Radial Velocity,2,5/14/2014,HD 159243 b,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 164595,b,Radial Velocity,1,9/10/2015,HD 164595 b,2015,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 17674,b,Radial Velocity,1,3/2/2017,HD 17674 b,2017,Ground,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments,3
HD 189733,b,Radial Velocity,1,4/24/2015,HD 189733 b,2005,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 190360,b,Radial Velocity,2,8/21/2014,HD 190360 b,2003,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 191806,b,Radial Velocity,1,5/19/2016,HD 191806 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 196885,b,Radial Velocity,1,8/21/2014,HD 196885 b,2007,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 214823,b,Radial Velocity,1,5/19/2016,HD 214823 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 220842,b,Radial Velocity,1,2/25/2016,HD 220842 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 221585,b,Radial Velocity,1,5/19/2016,HD 221585 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 222155,b,Radial Velocity,1,5/14/2014,HD 222155 b,2011,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 22781,b,Radial Velocity,1,5/14/2014,HD 22781 b,2011,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 23596,b,Radial Velocity,1,5/14/2014,HD 23596 b,2003,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 29021,b,Radial Velocity,1,3/2/2017,HD 29021 b,2017,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 33564,b,Radial Velocity,1,12/3/2014,HD 33564 b,2005,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 35759,b,Radial Velocity,1,2/25/2016,HD 35759 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 42012,b,Radial Velocity,1,3/2/2017,HD 42012 b,2017,Ground,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments,3
HD 43691,b,Radial Velocity,1,1/22/2015,HD 43691 b,2007,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 45652,b,Radial Velocity,1,3/26/2015,HD 45652 b,2008,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 74156,b,Radial Velocity,2,5/14/2014,HD 74156 b,2003,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 8574,b,Radial Velocity,1,5/14/2014,HD 8574 b,2002,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 9446,b,Radial Velocity,2,3/10/2016,HD 9446 b,2009,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HIP 109384,b,Radial Velocity,1,2/25/2016,HIP 109384 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HIP 109600,b,Radial Velocity,1,2/25/2016,HIP 109600 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HIP 65407,b,Radial Velocity,2,2/25/2016,HIP 65407 b,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HIP 91258,b,Radial Velocity,1,5/14/2014,HIP 91258 b,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 13908,c,Radial Velocity,2,5/14/2014,HD 13908 c,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 159243,c,Radial Velocity,2,5/14/2014,HD 159243 c,2013,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HD 74156,c,Radial Velocity,2,5/14/2014,HD 74156 c,2003,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3
HD 9446,c,Radial Velocity,2,3/10/2016,HD 9446 c,2009,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
HIP 65407,c,Radial Velocity,2,2/25/2016,HIP 65407 c,2016,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3
14 Her,b,Radial Velocity,1,5/14/2014,14 Her b,2002,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
BD-10 3166,b,Radial Velocity,1,8/27/2014,BD-10 3166 b,2000,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 15 A,b,Radial Velocity,1,9/18/2014,GJ 15 A b,2014,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 179,b,Radial Velocity,1,5/14/2014,GJ 179 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 317,b,Radial Velocity,1,8/27/2014,GJ 317 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 436,b,Radial Velocity,1,2/5/2015,GJ 436 b,2004,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 649,b,Radial Velocity,1,5/14/2014,GJ 649 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
GJ 849,b,Radial Velocity,1,8/27/2014,GJ 849 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 102329,b,Radial Velocity,1,5/14/2014,HD 102329 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 102956,b,Radial Velocity,1,5/14/2014,HD 102956 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 10442,b,Radial Velocity,1,12/3/2014,HD 10442 b,2014,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 106270,b,Radial Velocity,1,5/14/2014,HD 106270 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 10647,b,Radial Velocity,1,5/14/2014,HD 10647 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 10697,b,Radial Velocity,1,5/14/2014,HD 10697 b,1999,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 107148,b,Radial Velocity,1,5/14/2014,HD 107148 b,2005,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 108863,b,Radial Velocity,1,5/14/2014,HD 108863 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 108874,b,Radial Velocity,2,5/14/2014,HD 108874 b,2002,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 109749,b,Radial Velocity,1,5/14/2014,HD 109749 b,2005,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 114729,b,Radial Velocity,1,5/14/2014,HD 114729 b,2002,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 114783,b,Radial Velocity,1,5/14/2014,HD 114783 b,2001,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 11506,b,Radial Velocity,2,12/3/2014,HD 11506 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 116029,b,Radial Velocity,1,5/14/2014,HD 116029 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 117207,b,Radial Velocity,1,5/14/2014,HD 117207 b,2004,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 11964,b,Radial Velocity,2,5/14/2014,HD 11964 b,2005,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 125612,b,Radial Velocity,3,5/14/2014,HD 125612 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 126614,b,Radial Velocity,1,5/14/2014,HD 126614 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 128311,b,Radial Velocity,2,6/25/2015,HD 128311 b,2002,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 131496,b,Radial Velocity,1,5/14/2014,HD 131496 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 134987,b,Radial Velocity,2,5/14/2014,HD 134987 b,1999,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 136418,b,Radial Velocity,1,5/14/2014,HD 136418 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 13931,b,Radial Velocity,1,5/14/2014,HD 13931 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 142245,b,Radial Velocity,1,5/14/2014,HD 142245 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 145934,b,Radial Velocity,1,1/8/2015,HD 145934 b,2015,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 1461,b,Radial Velocity,2,11/19/2015,HD 1461 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 1502,b,Radial Velocity,1,5/14/2014,HD 1502 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 152581,b,Radial Velocity,1,5/14/2014,HD 152581 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 154345,b,Radial Velocity,1,5/14/2014,HD 154345 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 156668,b,Radial Velocity,1,5/14/2014,HD 156668 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 158038,b,Radial Velocity,1,5/14/2014,HD 158038 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 16141,b,Radial Velocity,1,5/14/2014,HD 16141 b,2000,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 163607,b,Radial Velocity,2,2/5/2015,HD 163607 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 164509,b,Radial Velocity,1,6/25/2014,HD 164509 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 164922,b,Radial Velocity,2,10/27/2016,HD 164922 b,2005,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 168443,b,Radial Velocity,2,6/25/2014,HD 168443 b,1998,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 170469,b,Radial Velocity,1,7/2/2014,HD 170469 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 175541,b,Radial Velocity,1,7/9/2014,HD 175541 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 177830,b,Radial Velocity,2,5/14/2014,HD 177830 b,1999,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 178911 B,b,Radial Velocity,1,5/14/2014,HD 178911 B b,2001,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 179079,b,Radial Velocity,1,7/9/2014,HD 179079 b,2008,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 180902,b,Radial Velocity,1,5/14/2014,HD 180902 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 181342,b,Radial Velocity,1,3/17/2016,HD 181342 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 183263,b,Radial Velocity,2,7/23/2014,HD 183263 b,2004,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 187123,b,Radial Velocity,2,7/23/2014,HD 187123 b,1998,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 18742,b,Radial Velocity,1,5/14/2014,HD 18742 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 188015,b,Radial Velocity,1,7/23/2014,HD 188015 b,2004,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 206610,b,Radial Velocity,1,5/14/2014,HD 206610 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 207832,b,Radial Velocity,2,9/10/2015,HD 207832 b,2012,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 209458,b,Radial Velocity,1,8/21/2014,HD 209458 b,1999,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 210277,b,Radial Velocity,1,11/19/2014,HD 210277 b,1998,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 212771,b,Radial Velocity,1,5/14/2014,HD 212771 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 218566,b,Radial Velocity,1,5/14/2014,HD 218566 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 222582,b,Radial Velocity,1,7/23/2014,HD 222582 b,1999,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 224693,b,Radial Velocity,1,11/19/2014,HD 224693 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 231701,b,Radial Velocity,1,11/19/2014,HD 231701 b,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 24040,b,Radial Velocity,1,5/14/2014,HD 24040 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 28678,b,Radial Velocity,1,5/14/2014,HD 28678 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 30856,b,Radial Velocity,1,5/14/2014,HD 30856 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 31253,b,Radial Velocity,1,5/14/2014,HD 31253 b,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 32963,b,Radial Velocity,1,1/5/2016,HD 32963 b,2015,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 33142,b,Radial Velocity,1,5/14/2014,HD 33142 b,2011,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 33283,b,Radial Velocity,1,11/19/2014,HD 33283 b,2006,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 34445,b,Radial Velocity,1,5/14/2014,HD 34445 b,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 37124,b,Radial Velocity,3,8/18/2016,HD 37124 b,2002,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 4203,b,Radial Velocity,2,5/14/2014,HD 4203 b,2001,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
HD 4208,b,Radial Velocity,1,7/23/2014,HD 4208 b,2001,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3
